"","Features","L1","L2","Win1","Win2","WeightedWin1","WeightedWin2","Prediction"
"541","OneMonthBefore+TwoMonthBefore+ClothesAndShoes+Finance","39.7298380470789","57.2753553074587","8","6","10","8","169.443900601392"
"542","OneMonthBefore+TwoMonthBefore+Commerce+Finance","42.1178072733401","58.0996905414587","7","4","9","6","176.322405512385"
"543","OneMonthBefore+TwoMonthBefore+ConsumerElectronics+Finance","39.4450861081176","55.6186912820496","8","7","10","8","158.674918597722"
"544","OneMonthBefore+TwoMonthBefore+Education+Finance","44.1757071562384","62.8269268730968","5","4","7","7","163.506124465545"
"545","OneMonthBefore+TwoMonthBefore+Flight","43.3391902179241","60.5113328825678","6","5","7","7","186.087216033217"
"546","OneMonthBefore+TwoMonthBefore+Autos+Flight","39.8292307883966","54.1110364709941","6","6","8","6","201.952783666059"
"547","OneMonthBefore+TwoMonthBefore+Bus+Flight","53.7681075298742","65.5368108562142","2","4","5","5","202.973835482393"
"548","OneMonthBefore+TwoMonthBefore+ClothesAndShoes+Flight","46.6304284639336","61.4794825333204","6","5","8","7","195.992657037684"
"549","OneMonthBefore+TwoMonthBefore+Commerce+Flight","45.996035932762","60.7936055271399","6","5","8","7","209.606817533641"
"550","OneMonthBefore+TwoMonthBefore+ConsumerElectronics+Flight","42.238907593937","56.839198973877","7","5","9","7","199.026877185114"
"551","OneMonthBefore+TwoMonthBefore+Education+Flight","42.9171846307204","61.7500738222901","7","4","8","6","186.620379447725"
"552","OneMonthBefore+TwoMonthBefore+Finance+Flight","44.0100055714449","61.1907309889292","5","5","7","8","166.756982485432"
"553","OneMonthBefore+TwoMonthBefore+Health","43.2038681876164","59.7257104858863","8","5","9","7","199.184007426113"
"554","OneMonthBefore+TwoMonthBefore+Autos+Health","42.4861895641821","60.7443300216205","7","7","9","9","166.39227068824"
"555","OneMonthBefore+TwoMonthBefore+Bus+Health","46.1980728697149","60.9746791432214","4","4","8","5","180.413452765062"
"556","OneMonthBefore+TwoMonthBefore+ClothesAndShoes+Health","44.1802370162361","60.0819540622846","7","5","8","7","198.964198474996"
"557","OneMonthBefore+TwoMonthBefore+Commerce+Health","44.9023432068709","60.1185103602788","5","5","7","7","211.197429874656"
"558","OneMonthBefore+TwoMonthBefore+ConsumerElectronics+Health","40.1305984583092","56.1988092867865","8","6","10","7","185.108106654043"
"559","OneMonthBefore+TwoMonthBefore+Education+Health","43.0964834901117","61.6180684060576","6","4","7","6","197.869619092042"
"560","OneMonthBefore+TwoMonthBefore+Finance+Health","41.5313171905612","58.2908181682889","7","5","10","8","151.047984093381"
"561","OneMonthBefore+TwoMonthBefore+Flight+Health","44.9812134633339","60.7732155281744","5","5","7","7","197.208504120386"
"562","OneMonthBefore+TwoMonthBefore+Hotel","42.3962067247553","61.8423794926626","5","5","7","6","187.435535083095"
"563","OneMonthBefore+TwoMonthBefore+Autos+Hotel","49.424112243101","68.5255126319385","5","4","7","6","188.088365570476"
"564","OneMonthBefore+TwoMonthBefore+Bus+Hotel","47.0573637461416","60.0130943371254","2","4","5","5","202.364195532931"
"565","OneMonthBefore+TwoMonthBefore+ClothesAndShoes+Hotel","55.5714571808242","72.5338249923372","5","4","7","7","178.023062222457"
"566","OneMonthBefore+TwoMonthBefore+Commerce+Hotel","54.9919686033207","72.7799261454537","6","5","8","8","187.331307347006"
"567","OneMonthBefore+TwoMonthBefore+ConsumerElectronics+Hotel","52.1573152609965","69.7504482624902","5","3","7","6","189.315335724079"
"568","OneMonthBefore+TwoMonthBefore+Education+Hotel","43.7761107579896","63.4069517545547","8","6","10","8","185.75635102433"
"569","OneMonthBefore+TwoMonthBefore+Finance+Hotel","45.4875202626616","65.3080812613971","6","5","8","7","155.297027660357"
"570","OneMonthBefore+TwoMonthBefore+Flight+Hotel","57.0646095434416","77.1668628960576","4","5","7","6","187.412330262156"
"571","OneMonthBefore+TwoMonthBefore+Health+Hotel","51.1137814161997","73.5777476339783","6","5","8","7","172.070347386359"
"572","OneMonthBefore+TwoMonthBefore+Jobs","42.2131958815952","59.2718438938519","7","4","9","6","196.852133482768"
"573","OneMonthBefore+TwoMonthBefore+Autos+Jobs","45.2706321100958","62.0336546548506","7","5","9","8","191.072813649939"
"574","OneMonthBefore+TwoMonthBefore+Bus+Jobs","43.3346884092082","59.740619934007","5","5","6","5","187.714100928029"
"575","OneMonthBefore+TwoMonthBefore+ClothesAndShoes+Jobs","43.4392587929441","60.5705272064415","7","4","9","6","195.292332415735"
"576","OneMonthBefore+TwoMonthBefore+Commerce+Jobs","42.9650418554045","59.5541987599856","7","4","9","6","197.07794242895"
"577","OneMonthBefore+TwoMonthBefore+ConsumerElectronics+Jobs","41.3533132824052","59.1172031840285","7","5","9","6","195.048739873164"
"578","OneMonthBefore+TwoMonthBefore+Education+Jobs","42.9966065516565","59.1532894400598","6","4","8","6","204.301918387887"
"579","OneMonthBefore+TwoMonthBefore+Finance+Jobs","41.8528853137329","59.1840037641965","6","4","9","7","165.831554915973"
"580","OneMonthBefore+TwoMonthBefore+Flight+Jobs","44.1295621326201","61.0729164345024","5","4","7","6","203.349579413631"
"581","OneMonthBefore+TwoMonthBefore+Health+Jobs","42.6935188363117","60.5412106489453","6","4","9","6","190.735110961278"
"582","OneMonthBefore+TwoMonthBefore+Hotel+Jobs","52.1283345991924","69.784114823739","6","4","8","8","188.359790119421"
"583","OneMonthBefore+TwoMonthBefore+Nightlife","42.8476274258746","60.7791446426769","8","5","9","7","183.848045379782"
"584","OneMonthBefore+TwoMonthBefore+Autos+Nightlife","38.390016958225","53.9224361575791","7","6","8","7","207.967235373066"
"585","OneMonthBefore+TwoMonthBefore+Bus+Nightlife","54.0261293925925","65.6290751158909","2","4","5","5","209.084783531387"
"586","OneMonthBefore+TwoMonthBefore+ClothesAndShoes+Nightlife","50.3392356483744","65.495436179246","5","4","7","7","195.869564678588"
"587","OneMonthBefore+TwoMonthBefore+Commerce+Nightlife","46.1450068361594","61.93116662359","5","6","8","8","210.477553035193"
"588","OneMonthBefore+TwoMonthBefore+ConsumerElectronics+Nightlife","43.1785327151822","57.6129411560791","6","5","8","7","204.781360198473"
"589","OneMonthBefore+TwoMonthBefore+Education+Nightlife","42.6688833953865","61.7218943223309","8","4","9","6","184.886327124585"
"590","OneMonthBefore+TwoMonthBefore+Finance+Nightlife","43.378797004578","61.6816847735815","8","5","10","8","159.852226714078"
"591","OneMonthBefore+TwoMonthBefore+Flight+Nightlife","42.3164092750391","61.2056316823812","8","5","9","7","184.033464794287"
"592","OneMonthBefore+TwoMonthBefore+Health+Nightlife","44.3582490619834","61.5940897671771","6","5","8","7","194.660239817043"
"593","OneMonthBefore+TwoMonthBefore+Hotel+Nightlife","57.9970756111632","77.895174257806","6","4","7","6","199.749245250281"
"594","OneMonthBefore+TwoMonthBefore+Jobs+Nightlife","43.3082471857563","60.5791841635924","7","4","9","6","201.398774576589"
"595","OneMonthBefore+TwoMonthBefore+Nutrition","44.4983255889282","61.5304101698494","6","5","8","7","192.964540091055"
"596","OneMonthBefore+TwoMonthBefore+Autos+Nutrition","41.2915912764314","57.5102324165069","8","6","10","7","185.025328668191"
"597","OneMonthBefore+TwoMonthBefore+Bus+Nutrition","47.7247670382615","61.6999858808233","3","5","6","5","191.665140111518"
"598","OneMonthBefore+TwoMonthBefore+ClothesAndShoes+Nutrition","45.84579849607","61.3626783070924","6","5","8","7","198.029953054408"
"599","OneMonthBefore+TwoMonthBefore+Commerce+Nutrition","45.6997026295138","60.8894015147858","6","5","8","7","208.353081612956"
"600","OneMonthBefore+TwoMonthBefore+ConsumerElectronics+Nutrition","42.9583564202912","58.0609861984197","6","5","8","7","192.621722328141"
"601","OneMonthBefore+TwoMonthBefore+Education+Nutrition","43.9967882997359","62.2813939126452","7","4","8","6","189.643764102841"
"602","OneMonthBefore+TwoMonthBefore+Finance+Nutrition","46.0536569761863","62.7911684227033","6","5","8","8","184.228544511021"
"603","OneMonthBefore+TwoMonthBefore+Flight+Nutrition","43.6263035660155","61.043932329184","7","5","8","7","186.441548422681"
"604","OneMonthBefore+TwoMonthBefore+Health+Nutrition","44.7328177648524","60.8960020294628","6","5","8","7","198.86112799446"
"605","OneMonthBefore+TwoMonthBefore+Hotel+Nutrition","46.3870073241286","64.8744508195232","6","5","8","6","172.136861110823"
"606","OneMonthBefore+TwoMonthBefore+Jobs+Nutrition","43.9572678916559","60.3704974282013","7","4","9","6","196.460677978052"
"607","OneMonthBefore+TwoMonthBefore+Nightlife+Nutrition","43.3613352073235","61.1305575518829","7","5","9","7","182.644563210783"
"608","OneMonthBefore+TwoMonthBefore+RealEstate","44.1984857486364","61.1469499779607","5","4","7","6","191.599576722854"
"609","OneMonthBefore+TwoMonthBefore+Autos+RealEstate","42.7606628952422","60.7842163493346","7","5","9","6","191.045040007157"
"610","OneMonthBefore+TwoMonthBefore+Bus+RealEstate","43.04442111509","58.4698135965174","4","5","6","5","196.492434416173"
"611","OneMonthBefore+TwoMonthBefore+ClothesAndShoes+RealEstate","47.6534444186625","63.3469647713891","5","3","7","6","190.935465761493"
"612","OneMonthBefore+TwoMonthBefore+Commerce+RealEstate","47.3208146896455","62.5528123910413","4","3","7","6","195.903857175383"
"613","OneMonthBefore+TwoMonthBefore+ConsumerElectronics+RealEstate","44.726840562119","61.1913963533317","5","4","8","6","193.539707130529"
"614","OneMonthBefore+TwoMonthBefore+Education+RealEstate","45.4760998502608","60.988054646276","5","3","8","6","193.404153080234"
"615","OneMonthBefore+TwoMonthBefore+Finance+RealEstate","46.8286429643842","64.186272931772","6","3","9","6","158.671430093332"
"616","OneMonthBefore+TwoMonthBefore+Flight+RealEstate","45.8215599043466","62.5832334066286","4","3","7","6","193.194787870673"
"617","OneMonthBefore+TwoMonthBefore+Health+RealEstate","47.1733898805616","63.6642444206096","6","3","8","6","186.108735211867"
"618","OneMonthBefore+TwoMonthBefore+Hotel+RealEstate","43.8036529922041","63.8747743660397","7","5","9","6","187.993183681837"
"619","OneMonthBefore+TwoMonthBefore+Jobs+RealEstate","46.1218696661683","62.0792588033517","5","3","8","6","194.380296788374"
"620","OneMonthBefore+TwoMonthBefore+Nightlife+RealEstate","45.3578446964977","61.9987931323365","5","4","7","6","193.420521008915"
"621","OneMonthBefore+TwoMonthBefore+Nutrition+RealEstate","45.1399652652642","61.5501527048636","4","4","7","6","190.447397441468"
"622","OneMonthBefore+TwoMonthBefore+Restaurant","41.6222307343365","59.3666816780082","9","5","10","7","191.839080622084"
"623","OneMonthBefore+TwoMonthBefore+Autos+Restaurant","41.2498339099453","58.2875897474235","8","6","10","7","186.951873886297"
"624","OneMonthBefore+TwoMonthBefore+Bus+Restaurant","49.1753082762341","63.0474703993301","1","4","5","5","194.996722904622"
"625","OneMonthBefore+TwoMonthBefore+ClothesAndShoes+Restaurant","48.293039948887","63.9067238497982","6","5","7","7","187.448967566028"
"626","OneMonthBefore+TwoMonthBefore+Commerce+Restaurant","47.3220613237401","62.6696774907251","6","5","7","8","201.520206335938"
"627","OneMonthBefore+TwoMonthBefore+ConsumerElectronics+Restaurant","43.2260072737611","59.0715679212042","7","5","9","7","194.1133244115"
"628","OneMonthBefore+TwoMonthBefore+Education+Restaurant","41.2849838593609","59.9118313930712","9","4","10","6","193.386800291025"
"629","OneMonthBefore+TwoMonthBefore+Finance+Restaurant","41.5624791929285","58.9373651002791","7","5","10","8","138.714118202106"
"630","OneMonthBefore+TwoMonthBefore+Flight+Restaurant","41.7849170448223","58.760602424405","8","6","9","7","197.513862606948"
"631","OneMonthBefore+TwoMonthBefore+Health+Restaurant","40.8225632132514","60.4250653306375","8","7","10","9","176.009992996294"
"632","OneMonthBefore+TwoMonthBefore+Hotel+Restaurant","54.6036344593014","76.5315950185845","6","5","8","7","181.22745987904"
"633","OneMonthBefore+TwoMonthBefore+Jobs+Restaurant","42.7472914605194","60.9917017454891","7","5","9","7","196.619798490687"
"634","OneMonthBefore+TwoMonthBefore+Nightlife+Restaurant","41.9723937187707","58.4422070924489","8","5","9","7","205.432178917914"
"635","OneMonthBefore+TwoMonthBefore+Nutrition+Restaurant","42.532574342109","59.3210216655519","8","5","10","7","189.647878934021"
"636","OneMonthBefore+TwoMonthBefore+RealEstate+Restaurant","45.2648067137926","62.1215895031163","6","3","8","6","191.801140287316"
"637","OneMonthBefore+TwoMonthBefore+Sports","41.622977221446","57.817693827396","7","5","9","7","200.69792365973"
"638","OneMonthBefore+TwoMonthBefore+Autos+Sports","57.3064308396244","71.8246399499222","5","3","7","7","183.541676593581"
"639","OneMonthBefore+TwoMonthBefore+Bus+Sports","46.992070848751","64.9458232295065","5","5","7","6","176.664209722372"
"640","OneMonthBefore+TwoMonthBefore+ClothesAndShoes+Sports","42.7101335698592","58.7249917229698","7","5","9","7","201.303064848966"
"641","OneMonthBefore+TwoMonthBefore+Commerce+Sports","45.2651953413679","60.4618327157182","6","4","8","6","205.845724305653"
"642","OneMonthBefore+TwoMonthBefore+ConsumerElectronics+Sports","42.4991655728747","58.2371064760948","6","6","9","7","186.361601661214"
"643","OneMonthBefore+TwoMonthBefore+Education+Sports","44.3720176177774","61.2841993254029","5","4","7","6","204.31427293472"
"644","OneMonthBefore+TwoMonthBefore+Finance+Sports","39.3597886175584","55.8066340011457","8","4","10","7","163.673636084473"
"645","OneMonthBefore+TwoMonthBefore+Flight+Sports","49.8982528028345","62.8079735191215","4","4","7","7","205.885257852061"
"646","OneMonthBefore+TwoMonthBefore+Health+Sports","48.9325912870921","61.4661360990135","4","5","6","7","199.825635301719"
"647","OneMonthBefore+TwoMonthBefore+Hotel+Sports","62.91832383777","79.8378323860949","5","3","7","6","183.659366686152"
"648","OneMonthBefore+TwoMonthBefore+Jobs+Sports","45.3132688972732","61.823595984473","7","4","9","6","195.947823643794"
"649","OneMonthBefore+TwoMonthBefore+Nightlife+Sports","51.9473727444368","65.8235746354411","4","4","7","7","207.449355866436"
"650","OneMonthBefore+TwoMonthBefore+Nutrition+Sports","46.2263195435391","60.9525390844828","5","5","8","7","200.847144376584"
"651","OneMonthBefore+TwoMonthBefore+RealEstate+Sports","50.9781089257972","65.601819715703","5","3","8","6","193.058978890164"
"652","OneMonthBefore+TwoMonthBefore+Restaurant+Sports","54.3822118225555","69.9650300201592","7","4","8","7","196.359552932185"
"653","OneMonthBefore+TwoMonthBefore+TravelGuide","43.681267924685","61.8892138880767","7","4","8","6","190.066244501448"
"654","OneMonthBefore+TwoMonthBefore+Autos+TravelGuide","39.8783217954417","58.4086518165121","8","6","10","7","188.308532912371"
"655","OneMonthBefore+TwoMonthBefore+Bus+TravelGuide","47.0316487004247","60.246023021332","5","7","7","7","196.414746179352"
"656","OneMonthBefore+TwoMonthBefore+ClothesAndShoes+TravelGuide","44.8427225225291","62.4088769497384","6","4","8","6","195.468160791107"
"657","OneMonthBefore+TwoMonthBefore+Commerce+TravelGuide","45.2881707185139","61.4966062292535","6","4","8","6","207.939624956305"
"658","OneMonthBefore+TwoMonthBefore+ConsumerElectronics+TravelGuide","42.0826054918254","59.2374976453001","7","4","9","6","194.118149280825"
"659","OneMonthBefore+TwoMonthBefore+Education+TravelGuide","43.7537738748806","62.1203029483096","6","4","7","6","189.813512466702"
"660","OneMonthBefore+TwoMonthBefore+Finance+TravelGuide","44.3756480020588","62.7707873377737","5","4","7","7","167.45531019441"
"661","OneMonthBefore+TwoMonthBefore+Flight+TravelGuide","43.7161584614014","62.9526774180201","5","4","6","6","189.321191612197"
"662","OneMonthBefore+TwoMonthBefore+Health+TravelGuide","44.3952234409127","62.524287076198","6","4","8","6","195.41275083846"
"663","OneMonthBefore+TwoMonthBefore+Hotel+TravelGuide","48.1048565905919","66.7663197195174","6","5","8","7","176.205882860888"
"664","OneMonthBefore+TwoMonthBefore+Jobs+TravelGuide","43.4915105148933","60.1264678450664","6","4","8","6","199.763580075575"
"665","OneMonthBefore+TwoMonthBefore+Nightlife+TravelGuide","43.5071435104086","62.4187095137023","7","4","8","6","187.923291456313"
"666","OneMonthBefore+TwoMonthBefore+Nutrition+TravelGuide","44.1879783766537","62.293115616881","7","4","8","6","190.318593956069"
"667","OneMonthBefore+TwoMonthBefore+RealEstate+TravelGuide","45.5397722333126","60.9134910472543","5","4","8","6","191.187753240013"
"668","OneMonthBefore+TwoMonthBefore+Restaurant+TravelGuide","41.7697458714128","60.5499993218063","9","4","10","6","192.101852380791"
"669","OneMonthBefore+TwoMonthBefore+Sports+TravelGuide","47.3712307109561","63.1050581420488","4","4","7","6","201.602460093023"
"670","OneMonthBefore+TwoMonthBefore+University","41.7614516422936","59.0606422848424","8","4","9","6","200.490683521624"
"671","OneMonthBefore+TwoMonthBefore+Autos+University","41.0656790476304","59.0397088219341","9","6","10","7","193.887290005494"
"672","OneMonthBefore+TwoMonthBefore+Bus+University","45.3115424682486","61.2245076002073","5","5","7","5","185.551706307867"
"673","OneMonthBefore+TwoMonthBefore+ClothesAndShoes+University","45.17102930492","62.0218018751071","7","4","8","6","199.597425261663"
"674","OneMonthBefore+TwoMonthBefore+Commerce+University","44.5329424738549","61.2033901634623","7","5","8","7","201.054444982538"
"675","OneMonthBefore+TwoMonthBefore+ConsumerElectronics+University","42.4114953053108","59.4675621867082","6","4","8","6","197.414203567664"
"676","OneMonthBefore+TwoMonthBefore+Education+University","41.9917435221921","54.7611832672238","7","5","9","7","238.315186889836"
"677","OneMonthBefore+TwoMonthBefore+Finance+University","41.2537107495446","58.5140001664593","8","3","10","6","165.182874056087"
"678","OneMonthBefore+TwoMonthBefore+Flight+University","42.6401014852259","59.2687830612858","8","4","9","6","209.902213171179"
"679","OneMonthBefore+TwoMonthBefore+Health+University","42.4708666005755","59.4581289032279","7","4","8","6","197.367635262614"
"680","OneMonthBefore+TwoMonthBefore+Hotel+University","47.7993666115682","66.1536113677749","5","4","7","6","189.971434243174"
"681","OneMonthBefore+TwoMonthBefore+Jobs+University","44.1093415403842","60.8542518914588","7","5","8","7","199.661246004848"
"682","OneMonthBefore+TwoMonthBefore+Nightlife+University","42.6157740010928","59.2265363484027","8","4","9","6","211.41223879111"
"683","OneMonthBefore+TwoMonthBefore+Nutrition+University","43.3548608577603","59.1345300670147","7","4","9","6","201.5648481187"
"684","OneMonthBefore+TwoMonthBefore+RealEstate+University","44.1015175848614","60.8304467647444","5","4","7","6","197.236454077894"
"685","OneMonthBefore+TwoMonthBefore+Restaurant+University","42.0197347685352","59.5018272874897","8","4","9","6","201.607390874144"
"686","OneMonthBefore+TwoMonthBefore+Sports+University","48.3895235256282","64.6827530514903","6","5","7","7","199.979037501884"
"687","OneMonthBefore+TwoMonthBefore+TravelGuide+University","42.425324954556","59.1830777100037","8","4","9","6","205.646394630972"
"688","ThreeMonthBefore","66.4108122512737","77.186057108178","4","2","7","7","151.040213070228"
"689","ThreeMonthBefore+Autos","51.0187654281012","63.6334007855727","5","4","8","7","174.379101385218"
"690","ThreeMonthBefore+Bus","45.0599947148039","61.6764465537792","5","5","5","7","191.527737056209"
"691","ThreeMonthBefore+Autos+Bus","47.7368168764918","63.6246038126684","4","6","5","8","194.088948040235"
"692","ThreeMonthBefore+ClothesAndShoes","51.1373243847435","64.2962681429889","5","4","8","7","182.837367638562"
"693","ThreeMonthBefore+Autos+ClothesAndShoes","60.2945047901948","68.9455027380841","4","2","7","7","163.940213941123"
"694","ThreeMonthBefore+Bus+ClothesAndShoes","46.5210940834417","62.5164459024182","5","5","6","8","177.866630627029"
"695","ThreeMonthBefore+Commerce","48.50696663742","61.9824245193742","6","5","8","7","204.119643610286"
"696","ThreeMonthBefore+Autos+Commerce","55.7685568116817","66.0243533500075","4","3","7","7","191.403314837831"
"697","ThreeMonthBefore+Bus+Commerce","44.9617392807358","60.6660194532636","5","5","7","7","151.332593338508"
"698","ThreeMonthBefore+ClothesAndShoes+Commerce","51.5199946708249","65.1159408836894","5","4","6","6","215.237382195469"
"699","ThreeMonthBefore+ConsumerElectronics","45.5739638553896","58.9346554200964","7","6","8","8","184.717979360928"
"700","ThreeMonthBefore+Autos+ConsumerElectronics","46.7345059251992","59.5058694488295","6","5","8","8","188.069016416486"
"701","ThreeMonthBefore+Bus+ConsumerElectronics","50.2859883580566","65.7859883742053","4","5","6","7","187.936469125257"
"702","ThreeMonthBefore+ClothesAndShoes+ConsumerElectronics","46.6379471951087","56.58188032456","5","3","7","7","167.31676090508"
"703","ThreeMonthBefore+Commerce+ConsumerElectronics","50.5942438778449","61.1006130800848","5","5","7","8","164.476121910836"
"704","ThreeMonthBefore+Education","53.5316598728213","68.6580337878424","5","3","7","6","173.115385400878"
"705","ThreeMonthBefore+Autos+Education","50.7026186152578","66.1291326329628","7","3","9","6","174.834229266883"
"706","ThreeMonthBefore+Bus+Education","42.8715909489217","57.0998850333898","5","6","7","7","195.9269993624"
"707","ThreeMonthBefore+ClothesAndShoes+Education","54.6619932300626","70.8227141718553","4","3","6","6","177.325540073119"
"708","ThreeMonthBefore+Commerce+Education","52.2060848134449","68.0337322060501","5","3","7","6","201.748414784035"
"709","ThreeMonthBefore+ConsumerElectronics+Education","45.7097561914312","61.2460609667991","7","5","8","7","186.071767030043"
"710","ThreeMonthBefore+Finance","62.2515354571079","73.7474482498317","4","2","7","7","189.052742565536"
"711","ThreeMonthBefore+Autos+Finance","58.984937433842","68.2906050176101","6","4","8","7","136.039697318749"
"712","ThreeMonthBefore+Bus+Finance","46.8186544722021","61.8888376189186","4","6","6","8","155.794885407417"
"713","ThreeMonthBefore+ClothesAndShoes+Finance","55.4426720017728","65.8412533688294","6","5","8","7","149.172041943786"
"714","ThreeMonthBefore+Commerce+Finance","49.926667694554","63.7994591808862","4","4","6","6","165.193745701016"
"715","ThreeMonthBefore+ConsumerElectronics+Finance","50.80554319219","60.4351359017696","5","5","7","7","143.519941412923"
"716","ThreeMonthBefore+Education+Finance","57.8729153883549","72.6219651247744","3","2","6","6","141.373900392029"
"717","ThreeMonthBefore+Flight","57.4957324441928","69.5325417442082","4","3","7","7","162.590295259023"
"718","ThreeMonthBefore+Autos+Flight","39.812535410046","52.0586974268004","6","7","7","7","202.137188287543"
"719","ThreeMonthBefore+Bus+Flight","47.7325806186727","62.3938493181933","3","6","5","7","203.386483692463"
"720","ThreeMonthBefore+ClothesAndShoes+Flight","54.7821459370174","66.1915586598223","4","2","7","7","188.153306758706"
"721","ThreeMonthBefore+Commerce+Flight","48.3629325037409","61.7725651387792","6","4","7","7","220.292297628478"
"722","ThreeMonthBefore+ConsumerElectronics+Flight","39.2084694290634","52.5320648314665","7","6","7","7","201.827602918224"
"723","ThreeMonthBefore+Education+Flight","53.5366014581884","69.5803391043414","5","3","7","6","174.849126960955"
"724","ThreeMonthBefore+Finance+Flight","64.4692113137396","73.5837024220132","4","2","7","7","149.313008061105"
"725","ThreeMonthBefore+Health","54.1870883446063","66.1776740395454","4","3","7","7","184.414206614673"
"726","ThreeMonthBefore+Autos+Health","61.0857722512832","70.348321174134","4","3","8","7","146.909664562013"
"727","ThreeMonthBefore+Bus+Health","46.3156681074294","61.0049075099811","5","5","7","8","174.962368116839"
"728","ThreeMonthBefore+ClothesAndShoes+Health","52.2748658883865","64.8206860089036","5","3","8","7","182.957373425081"
"729","ThreeMonthBefore+Commerce+Health","46.8095802777431","61.5393610828191","7","6","7","7","215.397987988244"
"730","ThreeMonthBefore+ConsumerElectronics+Health","43.9094029649025","55.3643526885205","5","5","7","7","168.902923522463"
"731","ThreeMonthBefore+Education+Health","53.5100522317417","71.2100532025324","5","3","7","6","172.183132230259"
"732","ThreeMonthBefore+Finance+Health","58.6652452458072","67.9548398407803","4","3","7","7","135.323579449405"
"733","ThreeMonthBefore+Flight+Health","56.9611501832894","68.0789032330194","4","2","7","7","191.413893418412"
"734","ThreeMonthBefore+Hotel","52.4023421848197","67.0999453905889","4","3","7","6","173.108722109218"
"735","ThreeMonthBefore+Autos+Hotel","59.368225157688","76.1461328984932","3","2","6","6","171.811749823145"
"736","ThreeMonthBefore+Bus+Hotel","46.9735409826896","60.4855521934209","4","6","4","7","199.944728675669"
"737","ThreeMonthBefore+ClothesAndShoes+Hotel","66.7938225824382","78.5463683884331","3","2","6","6","163.332603107584"
"738","ThreeMonthBefore+Commerce+Hotel","67.2030728500195","78.4078621236174","4","3","7","7","180.873574770396"
"739","ThreeMonthBefore+ConsumerElectronics+Hotel","58.6479506657738","71.4966509574737","4","2","7","6","182.323362289784"
"740","ThreeMonthBefore+Education+Hotel","54.136181106567","68.4216899203697","5","3","8","6","171.405526162754"
"741","ThreeMonthBefore+Finance+Hotel","60.0189257841774","74.1151091329341","6","3","8","6","139.468091325049"
"742","ThreeMonthBefore+Flight+Hotel","51.2759846042121","71.9377734126793","7","5","8","7","187.09933556467"
"743","ThreeMonthBefore+Health+Hotel","64.4701407436506","80.4257724222205","4","2","7","6","151.836059018251"
"744","ThreeMonthBefore+Jobs","48.0770268161175","62.6530669689229","6","5","7","7","187.716414498592"
"745","ThreeMonthBefore+Autos+Jobs","50.272041972345","65.2202994175661","5","3","7","6","188.568699618907"
"746","ThreeMonthBefore+Bus+Jobs","44.8755433893351","59.9969080412663","7","4","7","6","182.82975464528"
"747","ThreeMonthBefore+ClothesAndShoes+Jobs","50.3050530576726","64.8773905049958","5","5","6","7","185.084329574533"
"748","ThreeMonthBefore+Commerce+Jobs","49.5887141665305","63.4534019792489","5","4","6","7","185.208606328953"
"749","ThreeMonthBefore+ConsumerElectronics+Jobs","46.2166916774604","61.1882475023851","7","6","8","7","185.90684970645"
"750","ThreeMonthBefore+Education+Jobs","48.6501628321547","63.2331443189055","5","4","7","7","192.474090085484"
"751","ThreeMonthBefore+Finance+Jobs","52.773312139728","65.887630767004","6","3","8","6","150.666782572585"
"752","ThreeMonthBefore+Flight+Jobs","44.9767223907459","63.1129645846516","8","5","8","6","207.287605224569"
"753","ThreeMonthBefore+Health+Jobs","47.8043673375579","65.5046159177873","4","3","6","6","176.720578142438"
"754","ThreeMonthBefore+Hotel+Jobs","58.9669232525988","72.2555850828643","4","3","7","7","181.617771953795"
"755","ThreeMonthBefore+Nightlife","54.5082227740358","67.6908549914309","4","4","7","7","162.230425230053"
"756","ThreeMonthBefore+Autos+Nightlife","47.8734842694736","59.8330020475536","6","5","8","7","194.29696188239"
"757","ThreeMonthBefore+Bus+Nightlife","49.4625078493633","63.7214594738508","4","6","6","7","209.214395106779"
"758","ThreeMonthBefore+ClothesAndShoes+Nightlife","63.9857113332382","73.9066184189063","4","2","7","7","176.051749758243"
"759","ThreeMonthBefore+Commerce+Nightlife","52.4283877165798","64.8767523563202","4","3","7","7","211.848928585266"
"760","ThreeMonthBefore+ConsumerElectronics+Nightlife","41.2965154587657","53.6493548610977","7","6","7","7","208.653406007437"
"761","ThreeMonthBefore+Education+Nightlife","53.5116586034158","69.0551675745112","5","3","7","6","171.933676591041"
"762","ThreeMonthBefore+Finance+Nightlife","62.5430146605295","72.3384050133354","4","3","7","7","135.1099362591"
"763","ThreeMonthBefore+Flight+Nightlife","50.3278547385206","66.1698578705836","4","4","7","7","157.145276245899"
"764","ThreeMonthBefore+Health+Nightlife","60.356180862283","71.3658471816943","4","3","7","7","167.411545979399"
"765","ThreeMonthBefore+Hotel+Nightlife","59.315254197526","77.4533923790619","4","4","6","6","198.207079546522"
"766","ThreeMonthBefore+Jobs+Nightlife","48.3497023507828","63.1108392959277","5","4","7","7","198.5644751458"
"767","ThreeMonthBefore+Nutrition","59.2466030786671","71.5645320394895","4","3","7","7","174.072676700851"
"768","ThreeMonthBefore+Autos+Nutrition","47.7795591099072","60.9847217363092","6","5","8","7","165.557514593633"
"769","ThreeMonthBefore+Bus+Nutrition","45.4019751415075","61.5604423650023","4","6","5","7","184.776162928825"
